OBJECTID,ain,ASI_Status,situsaddress,situscity,situszip,LV_IV_Ratio,YearBuiltMax,usecode,usetype,usedescription,Vacant_Use,Publicly_Owned,unitstotal,SupDist2021,Submarket_Area,plng_area,Comm_Name,Plan_Name,Zoning1,PctZngArea1,Zoning2,PctZngArea2,Zoning3,PctZngArea3,LUP1,PctLUPArea1,LUP2,PctLUPArea2,LUP3,PctLUPArea3,SP_LUP1,SP_LUP_Desc1,PctSpLupArea1,SP_LUP2,SP_LUP_Desc2,PctSpLupArea2,SP_LUP3,SP_LUP_Desc3,PctSpLupArea3,Acres,LUP_Units_Total,LUP_MinDens,LUP_MaxDens,Site_Status,Capacity_Inc_Very_Low,Capacity_Inc_Low,Capacity_Inc_Mod,Capacity_Inc_Abv_Mod,Realistic_Capacity,Income_Categories,Consolidation_ID,Lot_Size_Consolidated,Lot_Consolidation_Notes,Consolidation_Adj_APNs,Previous_HE,Shape__Area,Shape__Length
86,2826021011,Nonvacant,25341 CHIQUELLA LN,NEWHALL CA,91381-2210,2.04623723,1968,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,0.85389968,43,18 du/net ac,50 du/net ac,Available,15,14,0,0,29,VL/L,,,,,Not Used in Prior Housing Element,37195.87207,834.275302
87,2826063028,Nonvacant,24840 PICO CANYON RD,NEWHALL CA,91381-1700,2.67692967,1994,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,1.61438922,81,18 du/net ac,50 du/net ac,Available,28,27,0,0,55,VL/L,,,,,Not Used in Prior Housing Element,70322.79395,1079.210059
88,8761011019,Nonvacant,18970 LABIN CT,ROWLAND HEIGHTS CA,91748-2260,0.28523995,1981,1830,Commercial,Hotel & Motels,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,1.61637808,81,20 du/net ac,50 du/net ac,Available,22,21,0,0,43,VL/L,,,,,Not Used in Prior Housing Element,70409.42773,1173.556017
89,8761012006,Nonvacant,1501 NOGALES ST,ROWLAND HEIGHTS CA,91748-2256,0.07380869,1980,2300,Commercial,Banks Savings & Loan,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,1.19839795,60,20 du/net ac,50 du/net ac,Available,16,16,0,0,32,VL/L,,,,,Not Used in Prior Housing Element,52202.2168,940.0038675
90,8272017024,Nonvacant,1724 NOGALES ST,LA PUENTE CA,91748-2943,0.52730436,1970,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-2-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.51459568,26,20 du/net ac,50 du/net ac,Available,7,7,0,0,14,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,22415.78906,835.1967284
91,8262007077,Nonvacant,519 N AZUSA AVE,LA PUENTE CA,91744-4207,3.31991073,1983,1800,Commercial,Hotel & Motels,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,VALINDA,General Plan 2035,C-1,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.03954495,52,20 du/net ac,50 du/net ac,Available,14,14,0,0,28,VL/L,,,,,Not Used in Prior Housing Element,45282.57813,1433.856618
92,5379006039,Nonvacant,7215 ROSEMEAD BLVD,SAN GABRIEL CA,91775-1315,0.48979974,2009,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,5,San Gabriel Valley,West San Gabriel Valley Planning Area,EAST PASADENA - EAST SAN GABRIEL,General Plan 2035,C-2-DP,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.29115707,65,20 du/net ac,50 du/net ac,Available,22,22,0,0,44,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,56242.80078,1213.612551
93,8218022011,Nonvacant,1229 S HACIENDA BLVD,LA PUENTE CA,91745-2232,1.41614064,1964,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,HACIENDA HEIGHTS,Hacienda Heights Community Plan,C-2-BE,81.41,C-2,18.59,,0,CG,100,,0,,0,,,0,,,0,,,0,1.02664223,31,18 du/net ac,30 du/net ac,Available,9,8,0,0,17,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,44720.53613,992.1433938
94,8272017033,Nonvacant,1734 NOGALES ST,LA PUENTE CA,91748-2943,0.45259086,1968,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-2-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,1.59456145,80,20 du/net ac,50 du/net ac,Available,21,21,0,0,42,VL/L,,,,,Not Used in Prior Housing Element,69459.09668,1229.077054
95,8270017020,Nonvacant,18156 COLIMA RD,ROWLAND HEIGHTS CA,91748-2601,1.26611133,1976,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-2-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.61218989,31,20 du/net ac,50 du/net ac,Available,9,8,0,0,17,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,26666.99121,655.2762464
96,6028032027,Nonvacant,8320 COMPTON AVE,LOS ANGELES CA,90001-3918,1.45454545,2007,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,C-3,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.53380248,27,20 du/net ac,50 du/net ac,Available,8,7,0,0,15,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,23252.43164,610.0584774
97,8218004013,Nonvacant,15731 GALE AVE,LA PUENTE CA,91745-1519,22.00466067,1960,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,HACIENDA HEIGHTS,Hacienda Heights Community Plan,C-2,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.96600915,59,18 du/net ac,30 du/net ac,Available,16,15,0,0,31,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,85639.35938,1295.717612
98,2826095008,Nonvacant,25850 THE OLD RD,VALENCIA CA,91381-1710,0.72768613,1997,1400,Commercial,Supermarkets,Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3-DP,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,1.52285728,77,18 du/net ac,50 du/net ac,Available,26,26,0,0,52,VL/L,,,,,Not Used in Prior Housing Element,66335.66309,1175.486043
99,8272016038,Nonvacant,18934 COLIMA RD,ROWLAND HEIGHTS CA,91748-2941,0.56241587,1968,2400,Commercial,"Srvc Shps:Radio, TV, Refrig, Pnt Shp",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-2-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.56800362,29,20 du/net ac,50 du/net ac,Available,8,8,0,0,16,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,24742.23926,633.8822136
100,5388022055,Nonvacant,4929 ROSEMEAD BLVD,SAN GABRIEL CA,91776-2202,0.54053866,1960,501,Residential,Five or more apartments,Non Vacant Use,NO - Privately-Owned,36,1,San Gabriel Valley,West San Gabriel Valley Planning Area,EAST PASADENA - EAST SAN GABRIEL,General Plan 2035,R-3,100,,0,,0,H30,100,,0,,0,,,0,,,0,,,0,1.06617709,32,20 du/net ac,30 du/net ac,Available,2,2,0,0,4,VL/L,,,,,Not Used in Prior Housing Element,46442.67383,888.348487
101,8254001030,Nonvacant,15978 FRANCISQUITO AVE,LA PUENTE CA,91744-1231,1.43151058,1956,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,VALINDA,General Plan 2035,C-1,71.66,P-R,28.34,,0,CG,100,,0,,0,,,0,,,0,,,0,0.97395466,49,20 du/net ac,50 du/net ac,Available,13,13,0,0,26,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,42425.46094,819.2779508
